Protein,Low Acetate,High Acetate,Higher Acetate,High Fomrate,WTvsAchrs48,WTvsAchr144,WTvsH2hr,WTvsH2hr144
GSU1009,0.053656173,-0.096986157,-0.201878416,-0.201878416,0.679207999,-5.781624632,-0.383643575,1.188720295
GSU1010,-0.387148672,-0.85279633,-0.386326892,-0.386326892,-1.549241662,1.680302258,-2.039574101,-0.472738493
GSU1011,-0.496529823,-0.629171289,-0.218626033,-0.218626033,-0.776344416,-5.16066874,-1.952699196,1.11467761
GSU1012,0.546482881,0.413988758,0.288713855,0.288713855,0,0,0,0
GSU1013,1.167687822,1.089872695,1.495558034,1.495558034,-1.151246616,0.601804133,-0.653961747,1.769989277
GSU1014,1.641122877,1.532772028,1.375738297,1.375738297,-1.534894796,-1.534433839,-0.43394117,-4.568069027
GSU1015,1.38940088,1.091976581,1.184056403,1.184056403,-1.249950309,-0.573532801,-1.225993345,-2.879505323
GSU1016,1.388453835,1.245243658,0.778716961,0.778716961,0.022666043,-5.639402437,-1.884395265,-0.354394821
GSU1017,-0.1775987,-0.089443722,-0.48952229,-0.48952229,-1.123545545,-0.861258982,-4.287940211,-3.741643229
GSU1018,0.969180303,-0.889614188,0.859511177,0.859511177,-2.944125437,-7.416238533,-1.319453227,1.921203078
GSU1019,-0.586089591,-0.858079757,-1.253520647,-1.253520647,-0.362288513,-4.819552631,-0.314089416,0.174296522
GSU1021,-0.138949577,-0.25972485,-0.112482302,-0.112482302,0.336206941,-6.113028561,-1.559943557,-0.714903817
GSU1023,-0.979251353,-0.605460642,-0.490495801,-0.490495801,0.7758232,-5.107842766,0.582765817,0.21646469
GSU1024,1.150116316,0.609991518,1.154377697,1.154377697,1.334614964,0.170561572,1.727747967,0.621792862
GSU1025,0.685353959,-0.09464725,1.013948496,1.013948496,2.258734719,0.705805633,-4.589115949,0.977886297
GSU1026,-0.455625505,-0.194054148,-0.659128978,-0.659128978,-0.115324359,2.006973253,-2.986410977,0.315228235
GSU1027,-0.169599716,-0.062386055,-0.412892898,-0.412892898,-0.184282829,-4.517554986,-1.988273439,1.466797375
GSU1028,0.08137311,-0.057225685,-0.1954677,-0.1954677,-0.944825028,-2.620645204,-3.765455955,-0.123403341
GSU1029,0.37117243,-0.138713092,0.027538994,0.027538994,1.751700331,-1.645801035,2.302206434,0.369901586
GSU1030,0.948211322,-0.180657754,-1.015025463,-1.015025463,2.05260697,1.977718006,0.077506962,0.140576879
GSU1032,0.541651757,0.089805385,-0.191592857,-0.191592857,0,0,0,0
GSU1033,-2.779090338,-0.533779869,-3.875348295,-3.875348295,2.105806628,2.203596965,-0.818075265,-2.070032886
GSU1034,-1.429982284,-0.453903774,-2.393722827,-2.393722827,0.335541102,0.558109211,0.618729207,-0.903777467
GSU1035,-1.155285843,-0.827031218,-2.009214705,-2.009214705,0.364509129,-4.136839332,0.444152273,-0.200958901
GSU1036,0.434753478,0.322267288,-0.155012493,-0.155012493,0.488685886,0.98160913,0.827052551,-0.003376575
GSU1037,1.739732396,1.182812307,1.489887474,1.489887474,1.417071279,0.822190868,1.010960951,-5.283412413
GSU1038,2.365574492,1.278132429,1.775194223,1.775194223,0.825850564,0.997504605,0.169500668,-4.748212493
GSU1039,2.567501789,1.395844708,1.469161301,1.469161301,-0.232473661,-0.45555563,-0.948485962,1.358255288
GSU1041,1.560242552,1.320160845,0.955398232,0.955398232,-0.827051791,0.067093069,0.823491736,-0.989398784
GSU1042,0.431831305,-0.036627121,-0.128547109,-0.128547109,0.344891323,-0.147062509,-0.132274585,2.376201369
GSU1043,-0.470953114,-1.302300175,-0.599599245,-0.599599245,-0.394268361,0.509237959,-0.901048175,-0.942790447
GSU1044,1.017347455,0.683097657,0.405804846,0.405804846,-0.257074701,0.224123923,-0.507462157,-0.625232361
GSU1045,0.284376271,0.115333192,-0.230499099,-0.230499099,-1.605611897,-1.114726408,-0.143001476,-1.151813547
GSU1046,1.324234008,1.240610877,0.912883283,0.912883283,-1.26713974,-7.022921582,-0.389268301,0.732573792
GSU1047,0.946783367,0.644512976,-0.401343091,-0.401343091,0.082688305,-2.632528858,-0.005609204,1.436335415
GSU1048,-1.531274555,-1.084751425,-0.908141343,-0.908141343,-1.654463204,-2.256867877,-4.770953556,-3.370807052
GSU1049,-0.076981907,-0.377440287,-0.232956578,-0.232956578,-1.071097651,-0.631981592,3.602698089,-2.463787114
GSU1050,-0.319401628,0.247760679,0.292937446,0.292937446,0.554313217,0.9922654,0.088204068,-4.353737755
GSU1051,0.460326856,0.038268,0.352125062,0.352125062,-0.844236979,3.306322481,3.181575833,-2.191794062
GSU1052,0.41670853,0.636624676,-0.389112198,-0.389112198,3.15392312,0.741802707,-1.105712416,2.202522768
GSU1053,0.482376252,0.411171596,0.232992796,0.232992796,-0.145590571,3.859740183,-1.312669945,-4.544106755
GSU1054,0.181093129,-0.226018935,-0.710280409,-0.710280409,-5.58628645,-5.896871984,-1.477560049,-2.110166504
GSU1055,0.517874808,-0.180868785,-0.406606862,-0.406606862,-1.258814863,-1.872995098,-0.141070525,2.595672353
GSU1056,0.152684526,-0.138013422,0.427361325,0.427361325,1.079925041,-2.632638998,0.872057504,-1.026292715
GSU1057,0.699218237,0.206404261,0.703899636,0.703899636,1.590278854,-0.485246233,-3.571131072,-1.219759302
GSU1058,1.115731215,0.835907927,1.119097991,1.119097991,-3.430533776,1.069557912,-2.956112189,-3.473105258
GSU1059,1.326978303,1.275364757,1.60687859,1.60687859,-2.412624408,-3.59410931,-3.558823749,-0.930665863
GSU1060,1.949091353,0.31059024,1.387492848,1.387492848,-3.330512678,-4.452182336,-0.802943268,2.112745464
GSU1061,-1.089090099,-0.92660436,-0.909463187,-0.909463187,-2.05890316,-2.538925106,1.552382568,0.914053198
GSU1062,0.158382574,0.559516435,0.004083718,0.004083718,1.767148944,-5.617803666,-0.25437217,2.199876247
GSU1063,0.712077498,0.609284853,0.638442816,0.638442816,1.128378367,2.751956851,-1.293240624,-2.168278578
GSU1064,0.434887739,0.724520349,0.390252162,0.390252162,0.062731509,-4.495451781,0.182133986,0.522742931
GSU1065,-0.368263097,0.017995516,-0.531678475,-0.531678475,3.413242112,-0.927845148,-0.609350945,-3.98013857
GSU1066,-0.155572281,-0.023534709,-0.153994101,-0.153994101,0.621533338,2.965246129,2.912281417,-0.665862496
GSU1067,0.416943645,-0.415330864,-0.259008237,-0.259008237,-1.368707812,0.624132406,-4.421439784,0.336136364
GSU1068,-2.835676581,-2.192560992,-4.070465177,-4.070465177,2.579394851,-1.456763614,1.094434099,-4.010155535
GSU1069,-3.214213531,-2.703138483,-4.104677847,-4.104677847,-4.380820161,3.828814446,0.765370915,2.624977278
GSU1070,-0.55272395,-0.029542502,-2.969362908,-2.969362908,1.817825277,-0.675926496,2.198989686,2.09362292
GSU1071,-0.722281036,-0.265766023,-1.938988139,-1.938988139,1.043773824,1.049081239,-0.374473636,1.542446477
GSU1072,-0.339041114,-3.030819905,-1.92592411,-1.92592411,2.372350018,1.049996492,0.095324669,0.07637956
GSU1073,0.09389698,-0.341926737,0.155657855,0.155657855,0.566289375,1.669985282,0.926339401,1.014880687
GSU1074,-1.061311972,-0.954033886,-0.367179075,-0.367179075,-1.119439848,-5.593625324,0.711342696,-0.030980108
GSU1075,-0.362984693,-0.737072462,-0.823287158,-0.823287158,2.445457658,-1.283725177,-0.771633161,1.781005316
GSU1076,-0.203781812,-0.03188951,0.068671041,0.068671041,-0.684603478,-3.933222625,-4.030910356,-0.65164523
GSU1077,-0.510753979,-0.599661334,-0.681688426,-0.681688426,0.005094411,-0.492293436,3.10310959,-0.56963983
GSU1078,-0.319758568,-0.38651356,-0.303304726,-0.303304726,-3.991007583,-0.134000854,2.478433588,-0.445044136
GSU1079,0.706634225,1.659627814,0.866963672,0.866963672,2.06525343,-0.287716998,1.874224768,0.315476925
GSU1081,-0.210115626,-0.048662096,-0.632970803,-0.632970803,0.717657768,2.567809832,1.840396374,0.348429713
GSU1082,-0.442941547,-0.364441891,-0.036188256,-0.036188256,0.457835062,2.796820571,1.843343947,0.011316251
GSU1083,0.767636671,0.55107836,0.43368211,0.43368211,2.241520643,1.717563921,0.823797395,1.72686765
GSU1084,-0.101649174,0.241750074,-0.502516575,-0.502516575,1.683507852,0.303578054,1.732182857,2.661111874
GSU1085,0.677045643,-0.056729894,0.65536121,0.65536121,1.163391716,1.982087747,-0.291729331,1.874528641
GSU1086,-0.365493877,-1.055145928,-1.674441672,-1.674441672,1.029651454,1.757758904,0.062391295,3.387419412
GSU1087,0.888377332,0.651549565,1.877161182,1.877161182,-0.273533847,1.11193745,-2.322631631,1.678455211
GSU1088,1.008924052,0.627752586,0.523758939,0.523758939,-0.20026193,-1.134901498,1.00235128,-3.071550264
GSU1089,-0.665853971,-0.543531357,-0.843455935,-0.843455935,-2.132623581,-1.617519928,-0.004193927,-1.259493155
GSU1090,0.93042129,0.538139508,0.53615156,0.53615156,-0.059316429,-1.473460562,-0.350298586,-0.451879901
GSU1091,0.140641275,0.095715538,0.301902528,0.301902528,-0.062880925,0.449569668,1.693942181,2.182205748
GSU1092,1.540193971,1.226768305,1.106069163,1.106069163,-0.656223352,-0.076192288,0.811149414,3.267566253
GSU1093,1.099359503,0.898755736,1.339527809,1.339527809,2.224466728,-0.512341302,0.811149414,3.380173029
GSU1094,0.986007065,0.280448213,4.124119346,4.124119346,0,0,0,0
GSU1095,1.146609687,0.345655556,-0.899317551,-0.899317551,1.8140347,2.586088993,-3.094188901,-1.96942239
GSU1096,1.439325384,1.224342033,0.849077278,0.849077278,0.937104435,3.923016008,-1.801723037,-2.626947285
GSU1097,1.470608131,1.101869007,1.135675043,1.135675043,2.930983092,2.077679139,0.411086507,-0.465271941
GSU1098,0.553438344,0.391887107,0.904131868,0.904131868,1.89174084,1.990806036,1.193200941,-1.864345614
GSU1099,0.635923666,0.256892624,0.776813045,0.776813045,3.775037408,-3.027291695,-1.845155561,0.586484462
GSU1100,0.442060858,0.185480775,0.125683712,0.125683712,1.993423869,-0.955347256,-6.124487578,-4.949640984
GSU1101,0.381077752,0.536466023,0.112068284,0.112068284,0.782382139,0.663340512,-1.118622441,-4.993571152
GSU1102,0.209887372,0.169135607,0.37958423,0.37958423,0.586043934,0.871892576,-1.953415887,-0.471064062
GSU1103,-2.146803288,-2.008687522,-1.997667892,-1.997667892,1.082503956,1.990806036,-4.754434413,0.133777192
GSU1104,-3.038239365,-3.077531181,-3.065135777,-3.065135777,1.839245178,0.736397535,-1.579084723,0.777045004
GSU1105,-1.585532159,-1.335835888,-1.642788392,-1.642788392,2.228659437,-1.900311615,-5.015689888,0.795129129
GSU1106,-1.496683749,-1.956999016,2.253070117,2.253070117,-1.488034119,0.329925741,-1.350157409,-0.798941754
GSU1107,-0.938629308,-1.275386779,0.767408884,0.767408884,-2.559000977,-0.705566427,-3.453785207,-1.78933539
GSU1108,-0.872126982,-1.121300609,1.05656144,1.05656144,0.155055622,-5.288996097,0.032559258,0.207991751
GSU1110,-1.532467445,-1.043331349,-0.401092827,-0.401092827,-5.321774364,-4.68032881,-0.227863594,1.563733723
GSU1111,-0.099183662,-0.027811732,0.381211931,0.381211931,-4.713792586,-4.899995757,-0.437418374,1.005541782
GSU1112,-0.799660006,-0.234686112,-0.268978872,-0.268978872,-4.931486353,-4.940160385,-1.919042999,0.954515917
GSU1113,-0.665524659,-0.297248095,-0.073953896,-0.073953896,-4.974826823,-1.88968122,-0.179151099,1.081484322
GSU1114,0.103393712,-0.031469922,0.502585026,0.502585026,-0.91408256,-1.086615263,0.198539113,-2.201891516
GSU1115,0.429963323,0.20565769,0.283933584,0.283933584,0.18423541,-0.801272691,0.103968346,0.298649597
GSU1116,0.246621242,0.235987424,0.930543677,0.930543677,0.651140781,0.483091834,-0.181635521,-0.070850853
GSU1117,1.640496065,1.268853487,2.247833158,2.247833158,0.540480955,-0.967760673,0.611299129,0.93342656
GSU1118,1.59584595,1.262493239,2.150443868,2.150443868,-0.264577018,-3.415951063,-2.291450692,0.774230118
GSU1119,1.419232811,1.257782441,1.310099034,1.310099034,-3.585788268,1.855748847,-1.96847492,-1.354071487
GSU1120,0.624866318,0.595748513,0.953534444,0.953534444,0.547862499,2.116811423,-0.75834597,-4.949640984
GSU1121,0.813168205,0.918545405,0.262409323,0.262409323,1.335366768,0.43504467,1.118359097,-3.219450068
GSU1122,0.142102548,0.484746576,0.315568026,0.315568026,1.411255588,-0.87562139,0.736383948,-1.344487032
GSU1123,-0.12990472,0.303107013,-0.296467181,-0.296467181,0.329810143,-0.740408702,-1.43183045,-1.043263386
GSU1124,0.315032024,0.418175038,0.084683987,0.084683987,0.231764553,-1.938733391,-1.579084723,-1.662696331
GSU1125,0.370506856,0.189137352,0.049802727,0.049802727,-2.041042812,-0.614309271,-1.423801022,-3.535009954
GSU1126,-0.438047847,-0.235528994,-0.591474892,-0.591474892,-0.184762671,-0.348303044,-0.648980643,-3.229411823
GSU1127,-0.260379403,-0.108586761,0.061195265,0.061195265,-5.032125576,-0.170852436,-0.844773399,-0.666427826
GSU1128,0.327551625,0.24489128,0.319095304,0.319095304,0.153587256,-0.080987537,-1.287228078,-5.223158345
GSU1129,0.155242269,0.210064176,0.516419452,0.516419452,0.206135699,-2.968706021,-2.699099671,-0.457614071
GSU1130,0.857316733,0.751073757,0.78922824,0.78922824,-2.015716981,-4.899995757,-1.440987996,-5.038757373
GSU1131,-0.303734758,-0.373856565,-0.023881517,-0.023881517,-4.931486353,-6.669972261,-3.013008286,-4.387453679
GSU1132,-0.476561493,-0.336391644,-0.124539697,-0.124539697,0.233139429,-2.429571539,-5.248901212,0.448980778
GSU1133,-0.112053796,-0.326659171,0.653047002,0.653047002,-0.22472839,-3.776202545,1.327132623,1.376516347
GSU1134,0.850853503,0.043588587,0.060331887,0.060331887,-0.624225893,-6.074934399,-0.198607642,0.058139895
GSU1136,1.007045486,0.134822238,0.119795665,0.119795665,-6.108797824,-4.194297202,-4.410374027,-5.808909441
GSU1137,-0.066487906,-0.074480655,0.213228839,0.213228839,-7.944264591,-6.660975042,-3.094188901,0.489026791
GSU1138,0.019342955,-0.101968553,-0.240575099,-0.240575099,-3.14802293,-1.103356445,1.294617047,-0.348170749
GSU1139,-0.622979419,-0.522927525,-0.506221485,-0.506221485,-2.822475897,0.892939009,-0.649847102,-1.21922968
GSU1140,1.585121539,1.396717229,1.531083857,1.531083857,2.123251885,1.118702703,-0.2163298,-0.58847844
GSU1141,1.37489149,0.742920041,0.997321172,0.997321172,0.444606847,0.249501036,0.049353434,-4.544106755
GSU1142,0.229097761,0.536645579,0.465523586,0.465523586,-5.023158494,1.732393418,-0.576416807,-0.165964629
GSU1143,1.624396204,1.261960867,0.626448731,0.626448731,0.232979359,0.71684685,-4.029326066,0.421400688
GSU1144,0.36923503,0.63909409,-0.047631147,-0.047631147,1.567585783,2.238087672,0.028382931,-1.955675565
GSU1145,0.775757027,0.216578118,0.452613132,0.452613132,2.690965612,-0.427248164,-1.157508963,0.626214401
GSU1146,0.731175554,0.728088757,0.749705297,0.749705297,-1.281738038,-0.132411544,-1.10042859,-1.169637768
GSU1147,0.970583868,1.123775675,0.894387261,0.894387261,-0.311942501,-0.586548838,-0.120002756,0.510273241
GSU1148,0.79970514,1.073058224,0.870368552,0.870368552,1.786785689,0.151870266,0.044671878,0.538635455
GSU1149,0.919222138,0.395010301,1.766087915,1.766087915,-0.801172336,-1.334158793,-0.045646774,1.292262676
GSU1150,-0.22139943,-0.191503784,-0.354708414,-0.354708414,-1.629009028,-0.039130697,-4.709976947,-0.043357148
GSU1151,0.159726024,0.159020717,-0.221870654,-0.221870654,-1.974325766,-4.495451781,1.164866243,-3.261982571
GSU1152,-0.523481066,-0.426854301,-0.27942777,-0.27942777,-4.527225697,-3.645469072,0.230484834,-0.299507697
GSU1153,-1.287208064,0.078619377,-1.027199809,-1.027199809,-0.381469466,-1.147226901,1.542618326,0.037453264
GSU1154,-1.757305079,-0.309705634,-1.386018692,-1.386018692,-0.425760874,-1.339602268,0.622194098,-1.039653035
GSU1155,0.965946343,0.824711667,1.920303559,1.920303559,-2.805264714,-2.058535598,-0.513853792,-1.90282659
GSU1156,0.808134032,0.776441981,0.445230058,0.445230058,-1.009958285,-4.636497676,-0.482448875,2.454213465
GSU1157,0.525538134,-0.151256895,0.653578367,0.653578367,-4.66886788,1.248102727,-0.649921577,0.030480304
GSU1158,2.334113444,1.871533135,3.216886068,3.216886068,1.353553087,0.792310134,-1.679373941,0.004117362
GSU1159,3.041336044,2.315475905,3.02572584,3.02572584,-0.917652333,1.430507363,-1.907301862,1.625704143
GSU1160,3.342516015,2.995705736,4.198832029,4.198832029,0.640427422,-0.103669409,2.277680987,0.81110639
GSU1161,1.859320247,1.557314186,1.446386513,1.446386513,-0.626869158,-1.512566449,1.011049092,0.545537573
GSU1162,1.34545908,1.321234201,0.929982996,0.929982996,-0.436235436,-1.615728785,0.348809423,-0.016418998
GSU1163,1.056230045,0.913158849,0.667786382,0.667786382,-0.338097864,-0.239931405,1.428176831,-5.791620417
GSU1164,0.720043447,1.084139821,0.328133115,0.328133115,-0.41916154,-1.778677242,0.99070932,-1.961379205
GSU1165,0.390638796,0.360372943,0.20321792,0.20321792,-0.283072501,-2.086436792,0.744460698,-2.458686111
GSU1166,-0.496366862,-0.279748594,0.173048485,0.173048485,-1.96754404,1.872194417,1.995420942,-3.807364154
GSU1167,1.813377946,0.738954754,2.501706921,2.501706921,2.605226504,0.268324566,-2.421709671,-1.541669638
GSU1168,1.885794814,1.533871213,1.675539313,1.675539313,1.234646935,0.194963759,-2.043553956,-0.155160386
GSU1169,1.116507176,0.838841419,1.009784179,1.009784179,0.119021924,2.411775101,-2.940286824,-0.351893674
GSU1171,1.757414002,1.298848477,1.413698302,1.413698302,1.743428294,0.90687938,-3.366027527,3.594191447
GSU1172,-0.127662063,-0.368070457,-0.765516684,-0.765516684,1.500337934,1.585234428,-1.633840126,2.552260579
GSU1173,-0.798769698,-0.765684746,-0.933520991,-0.933520991,0,0,0,0
GSU1174,-0.789354868,-0.861741029,-0.713307053,-0.713307053,1.132745771,-2.014179856,-4.754434413,-0.768165949
GSU1176,-1.895428977,-2.180451327,-0.321685159,-0.321685159,-2.848436173,-2.969794031,3.193305431,-0.916842116
GSU1177,-1.49699573,-1.598912887,-0.078776337,-0.078776337,-3.237074759,-3.318568722,4.175366603,-2.773187664
GSU1178,-1.074288779,-1.139199889,0.441902458,0.441902458,-3.632529768,2.14004936,-0.184984757,-0.834001329
GSU1179,0.763472252,0.406879824,0.891946045,0.891946045,2.05260697,-2.534024955,-0.71624286,2.241654896
GSU1180,0.849247265,0.751183022,1.263870672,1.263870672,-1.138233179,-4.495451781,-1.740522367,0.761125516
GSU1181,0.212704785,0.057496669,1.20484429,1.20484429,-0.924615102,-0.932136181,-1.685782088,1.560035527
GSU1182,0.575712262,0.618151525,0.237749337,0.237749337,-0.079957549,4.415386396,-3.116871153,0.974933869
GSU1183,0.190876866,-0.634808593,0.363253252,0.363253252,4.486283904,4.138264211,2.122534153,1.021228237
GSU1184,0.575112722,-0.46794491,-0.180100069,-0.180100069,3.951340579,5.82188203,-0.333724558,1.440185678
GSU1185,0.992664128,0.424945956,0.656268574,0.656268574,5.857907874,0.739075854,-4.22181878,-1.324799082
GSU1188,-0.036664456,-0.402450539,-0.650445488,-0.650445488,0,0,0,0
GSU1189,0.695734053,0.120659651,0.084372641,0.084372641,-0.249056261,-0.641376953,0.62397143,0.278000646
GSU1190,0.912558669,0.60875536,0.55565953,0.55565953,-0.706258303,-1.738748108,-1.472830071,0.799637587
GSU1192,-0.390440302,-0.242548631,0.30069643,0.30069643,-2.246028499,-2.068343849,-1.358186672,-0.457614071
GSU1193,-1.017242155,-0.683741488,-0.387794041,-0.387794041,-1.366972902,0.304187882,-0.445056368,0.252655328
GSU1194,-0.570779438,-0.981686328,-0.577406458,-0.577406458,0.158694362,1.052490493,-0.184978666,1.787137763
GSU1195,0.070605823,-0.48394308,-0.122306,-0.122306,1.250768237,1.38208004,0.337155776,2.28114829
GSU1196,-0.266044327,-0.782588592,-0.27910507,-0.27910507,1.172274206,-0.451178021,3.48350044,-5.266359724
GSU1197,-0.896383955,-1.1747598,-0.677470136,-0.677470136,-0.120360795,-0.277155895,4.491798138,-5.075301853
GSU1198,-1.260698592,-0.497556498,-1.500666683,-1.500666683,-0.18381333,1.581659004,0.57474396,-0.61998086
GSU1199,-0.478922098,0.320391686,-1.74871726,-1.74871726,0.579115587,-0.927574999,1.231981102,0.772438984
GSU1200,-1.20037249,-0.57184399,-0.698224877,-0.698224877,-0.909929829,-0.399295384,1.501309569,0.530553444
GSU1201,-0.380754286,0.095426916,-0.229961673,-0.229961673,-5.632780631,-0.063711318,-5.289141068,1.181637856
GSU1202,-0.754779,-0.622149678,-1.382684796,-1.382684796,-0.545242876,0.26416184,-0.74585997,1.700025779
GSU1203,-0.395677734,-0.501422237,-0.953283585,-0.953283585,-1.831171311,-0.231224639,-0.718211013,1.731893641
GSU1204,-0.961194755,-0.599553061,-1.339717567,-1.339717567,0.621921145,3.872844715,0.336725757,-3.963045672
GSU1205,-1.208437994,-0.805430472,-1.058312374,-1.058312374,1.839245178,3.92398258,1.590662755,-0.300911155
GSU1206,-1.118845965,-1.164623411,-2.288994946,-2.288994946,4.250997435,0.603935941,1.205642259,1.070400976
GSU1207,-0.986254877,-0.855913106,-1.311278484,-1.311278484,1.318548552,1.199429805,1.419393494,-0.571001407
GSU1208,1.123368153,0.312742658,0.546193479,0.546193479,1.360256304,1.506978228,4.047171523,-0.780445506
GSU1209,2.075429275,0.95046356,2.199555097,2.199555097,1.234021478,-5.216055617,-0.571229978,-1.19373637
GSU1210,-0.479165108,-0.875554494,-0.816245141,-0.816245141,-1.709390907,-5.024452256,-1.17413002,0.469028256
GSU1211,-0.763283062,-1.558894041,-1.886335106,-1.886335106,0.301321789,-1.289231104,1.73546081,-5.981931484
GSU1212,2.396233963,1.518104485,2.516085008,2.516085008,-0.703108083,-0.448189264,-5.94088333,-5.728256077
GSU1213,2.384115528,1.575177112,1.804247943,1.804247943,0.515566923,1.402825527,-4.266118576,-1.25422115
GSU1214,0.22426633,0.579763533,0.167231041,0.167231041,0.393281111,0.435519608,-2.286201816,1.146102143
GSU1215,0.510439361,0.5135109,-0.340505483,-0.340505483,-1.610178825,1.520318914,1.562396009,-1.015532139
GSU1216,0.221264131,0.134279706,-1.056003202,-1.056003202,1.135321747,2.901698524,-0.718413251,-1.203024739
GSU1217,1.004683198,1.26674884,1.367086953,1.367086953,3.270284018,-3.917473504,-0.865094303,0.201015835
GSU1218,-1.661060768,-1.477919601,-1.788958957,-1.788958957,-3.947520625,-0.769112248,-0.398071432,-6.009265718
GSU1219,-0.653583173,-0.145975438,-0.481785696,-0.481785696,-0.527498519,1.355439001,1.341280315,3.496886013
GSU1220,-0.14114792,0.268533351,-0.708582854,-0.708582854,1.360741061,2.95563118,-1.673840003,5.888389211
GSU1221,-0.590462653,0.56774905,0.326905491,0.326905491,2.008712985,-1.215949578,-0.369931662,-5.066029259
GSU1222,0.217657,-0.154048386,-0.452818894,-0.452818894,-5.898871873,-4.192106826,0.329586926,-4.949640984
GSU1223,0.140029786,-0.536350813,-0.783284636,-0.783284636,-0.583661506,-5.606135554,-1.718200976,-7.789571397
GSU1224,-0.805571273,-0.921183266,-1.226410412,-1.226410412,-5.638915207,1.56492571,1.581922975,-5.910408176
GSU1225,-0.268667476,-0.430956834,0.212619836,0.212619836,0.438914736,-0.375482102,5.618732635,-0.78299501
GSU1227,-0.382339031,-0.416249089,-0.36561363,-0.36561363,-0.789529392,-5.678470516,-0.199852622,-0.565538493
GSU1228,-0.319624105,-0.39438296,-0.396264408,-0.396264408,-5.71112179,-0.004990375,-0.622427283,-0.605580502
GSU1229,-0.410558791,-0.441993626,-0.434320364,-0.434320364,-1.714434169,0.494149681,-3.491296824,-1.645108183
GSU1230,0.128335494,0.201877556,-0.323916852,-0.323916852,-2.696705202,-1.266923127,-5.935868618,-0.58556495
GSU1231,0.248640361,-0.116403847,0.41416917,0.41416917,1.267045113,0.0587952,-6.25579959,-0.673309588
GSU1232,-0.23328742,-0.466798536,-0.084197657,-0.084197657,0.115880418,0.788991929,-1.177177048,-0.134980545
GSU1233,0.736102976,0.224967915,0.574226766,0.574226766,0.275355259,0.224031491,-0.417157215,2.514533485
GSU1234,-0.264941116,-0.108248512,-0.515039339,-0.515039339,-1.544263791,2.813768281,-0.62896387,-4.167025044
GSU1235,1.789283175,3.734899451,1.745172567,1.745172567,0,0,0,0
GSU1236,1.77503938,3.693565047,1.655115766,1.655115766,0,0,0,0
GSU1237,1.95415231,3.692864345,1.953646213,1.953646213,6.794237729,2.939686107,0.175621374,-3.963045672
GSU1238,1.610363646,4.07084004,1.412444234,1.412444234,4.027045815,6.102241786,-1.545833151,-0.268699769
GSU1239,2.028402128,3.591283992,2.032051093,2.032051093,5.535699899,-5.015916479,1.699636182,0.941052846
GSU1240,-0.257482688,-0.615339785,-1.023334525,-1.023334525,-1.448544376,-4.899995757,0.746374329,0.990246606
GSU1241,-0.411186878,-0.463127687,0.515339899,0.515339899,-4.931486353,-2.559014128,0.892657938,-4.555634798
GSU1242,-1.961078081,-1.864276751,-1.559462689,-1.559462689,-2.635057417,-0.307468025,1.392938975,-0.955648817
GSU1243,-1.416097637,-1.508794768,-1.237380493,-1.237380493,-0.114977935,-2.494905384,3.006792407,-1.028733782
GSU1244,0.245740195,0.127677907,-0.568485263,-0.568485263,1.097093954,-1.240823051,1.377074533,-0.274553489
GSU1245,0.044495568,-0.511490336,-0.570287865,-0.570287865,0.068574402,0.485537178,-1.185063739,0.533443152
GSU1246,-1.408388294,-1.083462006,-0.828390755,-0.828390755,-0.072641359,-2.075029577,-2.060058662,0.830103513
GSU1247,0.525257512,-0.000651056,0.576011277,0.576011277,-1.10069368,-0.329382337,-0.273563133,-5.571940426
GSU1248,2.173770535,-0.030836481,2.844448458,2.844448458,0.624474792,-0.139442491,0.174222366,-2.177192573
GSU1249,1.978173475,1.671725834,1.935886878,1.935886878,-0.343901474,0.170519102,0.860256516,-2.445691546
GSU1250,1.361237191,1.034379584,1.419429735,1.419429735,-1.311168573,0.924245748,0.940633364,-0.976276498
GSU1251,3.500876114,-1.261061068,3.109749923,3.109749923,1.873021744,2.669563401,-5.597788475,-0.016273197
GSU1252,3.201002636,-1.582494942,2.791535457,2.791535457,1.103455391,1.277373063,-2.861260982,1.160187666
GSU1253,1.722933054,-1.630184209,1.514576421,1.514576421,1.008396243,1.320908437,-2.32337379,-0.1410105
GSU1254,1.702592511,-1.755902689,1.29302157,1.29302157,0.792130877,3.391466868,-0.671358142,0.788121377
GSU1255,1.858069259,-2.127591373,1.189967167,1.189967167,1.949300673,0.222935391,1.541783232,1.484327416
GSU1256,2.705727223,-2.234625548,0.768415761,0.768415761,0,0,0,0
GSU1257,2.545016066,-1.517494144,1.572884494,1.572884494,-0.933046839,0.209739405,2.764807447,-4.833338489
GSU1258,-0.890280938,-1.139041065,-0.428869845,-0.428869845,-0.869540611,-0.646379336,0.077217988,1.18997668
GSU1259,0.039336939,-0.343583141,-1.207156997,-1.207156997,0.134763664,-1.415065672,-0.513075172,0.547646894
GSU1260,-0.283498036,-0.495093338,-1.026916523,-1.026916523,0.250937024,-0.563810893,1.697203701,0.930328475
GSU1261,-0.401070121,-0.870950112,-0.583091841,-0.583091841,-0.135872813,-0.067665593,0.008253788,0.768425782
GSU1262,0.214068725,-0.010648018,-0.357255778,-0.357255778,-1.708045245,-0.571720122,2.112773563,-5.360839206
GSU1263,-0.139600927,0.232935837,0.572976415,0.572976415,-5.555807916,-5.523349039,0.453016537,-5.117724781
